"Xloc","Yloc","Landuse","Rock"
3.8,1.4,"Meadow","Kimmeridgian"
3.8,1.45,"Meadow","Kimmeridgian"
3.8,1.5,"Meadow","Kimmeridgian"
3.8,1.55,"Meadow","Kimmeridgian"
3.8,1.6,"Meadow","Kimmeridgian"
3.8,1.65,"Meadow","Kimmeridgian"
3.8,1.7,"Meadow","Kimmeridgian"
3.8,1.75,"Meadow","Kimmeridgian"
3.8,1.8,"Pasture","Kimmeridgian"
3.8,1.85,"Meadow","Kimmeridgian"
3.8,1.9,"Meadow","Kimmeridgian"
3.8,1.95,"Pasture","Quaternary"
3.8,2,"Pasture","Quaternary"
3.8,2.05,"Pasture","Quaternary"
3.8,2.1,"Meadow","Kimmeridgian"
3.8,2.15,"Meadow","Kimmeridgian"
3.8,2.2,"Meadow","Kimmeridgian"
3.8,2.25,"Meadow","Kimmeridgian"
3.8,2.3,"Forest","Kimmeridgian"
3.8,2.35,"Forest","Kimmeridgian"
3.8,2.4,"Forest","Kimmeridgian"
3.8,2.45,"Forest","Kimmeridgian"
3.8,2.5,"Forest","Kimmeridgian"
3.8,2.55,"Forest","Kimmeridgian"
3.8,2.6,"Forest","Kimmeridgian"
3.8,2.65,"Forest","Kimmeridgian"
3.8,2.7,"Forest","Kimmeridgian"
3.8,2.75,"Forest","Kimmeridgian"
3.8,2.8,"Forest","Kimmeridgian"
3.8,2.85,"Forest","Kimmeridgian"
3.8,2.9,"Meadow","Sequanian"
3.8,2.95,"Meadow","Sequanian"
3.8,3,"Meadow","Quaternary"
3.8,3.05,"Meadow","Quaternary"
3.8,3.1,"Meadow","Quaternary"
3.8,3.15,"Meadow","Quaternary"
3.8,3.2,"Meadow","Quaternary"
3.8,3.25,"Meadow","Quaternary"
3.8,3.3,"Meadow","Kimmeridgian"
3.8,3.35,"Meadow","Kimmeridgian"
3.8,3.4,"Meadow","Kimmeridgian"
3.8,3.45,"Meadow","Kimmeridgian"
3.8,3.5,"Meadow","Kimmeridgian"
3.8,3.55,"Meadow","Kimmeridgian"
3.8,3.6,"Meadow","Kimmeridgian"
3.8,3.65,"Forest","Kimmeridgian"
3.8,3.7,"Forest","Kimmeridgian"
3.8,3.75,"Forest","Kimmeridgian"
3.8,3.8,"Meadow","Quaternary"
3.8,3.85,"Meadow","Quaternary"
3.8,3.9,"Meadow","Quaternary"
3.8,3.95,"Meadow","Quaternary"
3.8,4,"Meadow","Sequanian"
3.8,4.05,"Meadow","Sequanian"
3.8,4.1,"Meadow","Sequanian"
3.8,4.15,"Meadow","Kimmeridgian"
3.8,4.2,"Meadow","Kimmeridgian"
3.8,4.25,"Meadow","Sequanian"
3.8,4.3,"Meadow","Sequanian"
3.8,4.35,"Meadow","Sequanian"
3.8,4.4,"Meadow","Sequanian"
3.8,4.45,"Meadow","Sequanian"
3.8,4.5,"Meadow","Argovian"
3.8,4.55,"Meadow","Argovian"
3.8,4.6,"Meadow","Argovian"
3.8,4.65,"Meadow","Argovian"
3.8,4.7,"Meadow","Argovian"
3.8,4.75,"Meadow","Argovian"
3.8,4.8,"Meadow","Argovian"
3.8,4.85,"Meadow","Argovian"
3.8,4.9,"Meadow","Quaternary"
3.8,4.95,"Meadow","Quaternary"
3.8,5,"Meadow","Quaternary"
3.8,5.05,"Forest","Argovian"
3.8,5.1,"Forest","Argovian"
3.8,5.15,"Meadow","Argovian"
3.8,5.2,"Meadow","Argovian"
3.8,5.25,"Meadow","Argovian"
3.8,5.3,"Meadow","Argovian"
3.8,5.35,"Meadow","Argovian"
3.8,5.4,"Meadow","Sequanian"
3.8,5.45,"Meadow","Sequanian"
3.8,5.5,"Meadow","Kimmeridgian"
3.8,5.55,"Meadow","Kimmeridgian"
3.8,5.6,"Meadow","Kimmeridgian"
3.8,5.65,"Pasture","Kimmeridgian"
3.8,5.7,"Pasture","Kimmeridgian"
3.8,5.75,"Pasture","Kimmeridgian"
3.8,5.8,"Pasture","Kimmeridgian"
3.8,5.85,"Pasture","Kimmeridgian"
3.8,5.9,"Pasture","Kimmeridgian"
3.85,0.7,"Pasture","Sequanian"
3.85,0.75,"Pasture","Sequanian"
3.85,0.8,"Pasture","Sequanian"
3.85,0.85,"Pasture","Kimmeridgian"
3.85,0.9,"Pasture","Kimmeridgian"
3.85,0.95,"Pasture","Kimmeridgian"
3.85,1,"Pasture","Kimmeridgian"
3.85,1.05,"Pasture","Kimmeridgian"
3.85,1.1,"Pasture","Portlandian"
3.85,1.15,"Pasture","Portlandian"
3.85,1.2,"Meadow","Kimmeridgian"
3.85,1.25,"Meadow","Kimmeridgian"
3.85,1.3,"Meadow","Kimmeridgian"
3.85,1.35,"Meadow","Kimmeridgian"
3.85,1.4,"Meadow","Kimmeridgian"
3.85,1.45,"Meadow","Kimmeridgian"
3.85,1.5,"Meadow","Kimmeridgian"
3.85,1.55,"Meadow","Kimmeridgian"
3.85,1.6,"Meadow","Kimmeridgian"
3.85,1.65,"Meadow","Kimmeridgian"
3.85,1.7,"Meadow","Kimmeridgian"
3.85,1.75,"Meadow","Kimmeridgian"
3.85,1.8,"Pasture","Kimmeridgian"
3.85,1.85,"Meadow","Kimmeridgian"
3.85,1.9,"Meadow","Kimmeridgian"
3.85,1.95,"Pasture","Quaternary"
3.85,2,"Pasture","Quaternary"
3.85,2.05,"Pasture","Quaternary"
3.85,2.1,"Meadow","Kimmeridgian"
3.85,2.15,"Meadow","Kimmeridgian"
3.85,2.2,"Meadow","Kimmeridgian"
3.85,2.25,"Meadow","Kimmeridgian"
3.85,2.3,"Forest","Kimmeridgian"
3.85,2.35,"Forest","Kimmeridgian"
3.85,2.4,"Forest","Kimmeridgian"
3.85,2.45,"Forest","Kimmeridgian"
3.85,2.5,"Forest","Kimmeridgian"
3.85,2.55,"Forest","Kimmeridgian"
3.85,2.6,"Forest","Kimmeridgian"
3.85,2.65,"Forest","Kimmeridgian"
3.85,2.7,"Forest","Kimmeridgian"
3.85,2.75,"Forest","Kimmeridgian"
3.85,2.8,"Forest","Kimmeridgian"
3.85,2.85,"Forest","Kimmeridgian"
3.85,2.9,"Meadow","Sequanian"
3.85,2.95,"Meadow","Sequanian"
3.85,3,"Meadow","Quaternary"
3.85,3.05,"Meadow","Quaternary"
3.85,3.1,"Meadow","Quaternary"
3.85,3.15,"Meadow","Quaternary"
3.85,3.2,"Meadow","Quaternary"
3.85,3.25,"Meadow","Quaternary"
3.85,3.3,"Meadow","Kimmeridgian"
3.85,3.35,"Meadow","Kimmeridgian"
3.85,3.4,"Meadow","Kimmeridgian"
3.85,3.45,"Meadow","Kimmeridgian"
3.85,3.5,"Meadow","Kimmeridgian"
3.85,3.55,"Meadow","Kimmeridgian"
3.85,3.6,"Meadow","Kimmeridgian"
3.85,3.65,"Forest","Kimmeridgian"
3.85,3.7,"Forest","Kimmeridgian"
3.85,3.75,"Forest","Kimmeridgian"
3.85,3.8,"Meadow","Quaternary"
3.85,3.85,"Meadow","Quaternary"
3.85,3.9,"Meadow","Quaternary"
3.85,3.95,"Meadow","Quaternary"
3.85,4,"Meadow","Sequanian"
3.85,4.05,"Meadow","Sequanian"
3.85,4.1,"Meadow","Sequanian"
3.85,4.15,"Meadow","Kimmeridgian"
3.85,4.2,"Meadow","Kimmeridgian"
3.85,4.25,"Meadow","Sequanian"
3.85,4.3,"Meadow","Sequanian"
3.85,4.35,"Meadow","Sequanian"
3.85,4.4,"Meadow","Sequanian"
3.85,4.45,"Meadow","Sequanian"
3.85,4.5,"Meadow","Argovian"
3.85,4.55,"Meadow","Argovian"
3.85,4.6,"Meadow","Argovian"
3.85,4.65,"Meadow","Argovian"
3.85,4.7,"Meadow","Argovian"
3.85,4.75,"Meadow","Argovian"
3.85,4.8,"Meadow","Argovian"
3.85,4.85,"Meadow","Argovian"
3.85,4.9,"Meadow","Quaternary"
3.85,4.95,"Meadow","Quaternary"
3.85,5,"Meadow","Quaternary"
3.85,5.05,"Forest","Argovian"
3.85,5.1,"Forest","Argovian"
3.85,5.15,"Meadow","Argovian"
3.85,5.2,"Meadow","Argovian"
3.85,5.25,"Meadow","Argovian"
3.85,5.3,"Meadow","Argovian"
3.85,5.35,"Meadow","Argovian"
3.85,5.4,"Meadow","Sequanian"
3.85,5.65,"Pasture","Kimmeridgian"
3.85,5.7,"Pasture","Kimmeridgian"
3.85,5.75,"Pasture","Kimmeridgian"
3.85,5.8,"Pasture","Kimmeridgian"
3.9,0.7,"Meadow","Sequanian"
3.9,0.75,"Meadow","Sequanian"
3.9,0.8,"Pasture","Sequanian"
3.9,0.85,"Pasture","Sequanian"
3.9,0.9,"Pasture","Sequanian"
3.9,0.95,"Pasture","Sequanian"
3.9,1,"Pasture","Kimmeridgian"
3.9,1.05,"Pasture","Kimmeridgian"
3.9,1.1,"Pasture","Portlandian"
3.9,1.15,"Pasture","Portlandian"
3.9,1.2,"Pasture","Kimmeridgian"
3.9,1.25,"Pasture","Kimmeridgian"
3.9,1.3,"Meadow","Kimmeridgian"
3.9,1.35,"Meadow","Kimmeridgian"
3.9,1.4,"Meadow","Kimmeridgian"
3.9,1.45,"Meadow","Kimmeridgian"
3.9,1.5,"Meadow","Kimmeridgian"
3.9,1.55,"Meadow","Kimmeridgian"
3.9,1.6,"Meadow","Kimmeridgian"
3.9,1.65,"Meadow","Kimmeridgian"
3.9,1.7,"Meadow","Kimmeridgian"
3.9,1.75,"Meadow","Kimmeridgian"
3.9,1.8,"Pasture","Kimmeridgian"
3.9,1.85,"Meadow","Kimmeridgian"
3.9,1.9,"Meadow","Kimmeridgian"
3.9,1.95,"Meadow","Kimmeridgian"
3.9,2,"Meadow","Kimmeridgian"
3.9,2.05,"Pasture","Kimmeridgian"
3.9,2.1,"Pasture","Kimmeridgian"
3.9,2.15,"Forest","Kimmeridgian"
3.9,2.2,"Forest","Kimmeridgian"
3.9,2.25,"Forest","Kimmeridgian"
3.9,2.3,"Forest","Kimmeridgian"
3.9,2.35,"Forest","Kimmeridgian"
3.9,2.4,"Forest","Portlandian"
3.9,2.45,"Forest","Portlandian"
3.9,2.5,"Forest","Kimmeridgian"
3.9,2.55,"Forest","Kimmeridgian"
3.9,2.6,"Forest","Kimmeridgian"
3.9,2.65,"Forest","Kimmeridgian"
3.9,2.7,"Forest","Kimmeridgian"
3.9,2.75,"Forest","Kimmeridgian"
3.9,2.8,"Forest","Kimmeridgian"
3.9,2.85,"Forest","Kimmeridgian"
3.9,2.9,"Forest","Sequanian"
3.9,2.95,"Forest","Sequanian"
3.9,3,"Meadow","Kimmeridgian"
3.9,3.05,"Meadow","Kimmeridgian"
3.9,3.1,"Meadow","Quaternary"
3.9,3.15,"Meadow","Quaternary"
3.9,3.2,"Meadow","Quaternary"
3.9,3.25,"Meadow","Quaternary"
3.9,3.3,"Pasture","Kimmeridgian"
3.9,3.35,"Pasture","Kimmeridgian"
3.9,3.4,"Meadow","Kimmeridgian"
3.9,3.45,"Meadow","Kimmeridgian"
3.9,3.5,"Meadow","Kimmeridgian"
3.9,3.55,"Meadow","Kimmeridgian"
3.9,3.6,"Forest","Kimmeridgian"
3.9,3.65,"Forest","Kimmeridgian"
3.9,3.7,"Forest","Kimmeridgian"
3.9,3.75,"Forest","Kimmeridgian"
3.9,3.8,"Meadow","Quaternary"
3.9,3.85,"Meadow","Quaternary"
3.9,3.9,"Meadow","Quaternary"
3.9,3.95,"Meadow","Sequanian"
3.9,4,"Meadow","Sequanian"
3.9,4.05,"Meadow","Sequanian"
3.9,4.1,"Meadow","Sequanian"
3.9,4.15,"Meadow","Sequanian"
3.9,4.2,"Meadow","Sequanian"
3.9,4.25,"Meadow","Sequanian"
3.9,4.3,"Meadow","Sequanian"
3.9,4.35,"Meadow","Sequanian"
3.9,4.4,"Meadow","Sequanian"
3.9,4.45,"Meadow","Sequanian"
3.9,4.5,"Meadow","Argovian"
3.9,4.55,"Pasture","Argovian"
3.9,4.6,"Pasture","Argovian"
3.9,4.65,"Meadow","Argovian"
3.9,4.7,"Meadow","Argovian"
3.9,4.75,"Meadow","Argovian"
3.9,4.8,"Meadow","Quaternary"
3.9,4.85,"Meadow","Quaternary"
3.9,4.9,"Meadow","Quaternary"
3.9,4.95,"Meadow","Quaternary"
3.9,5,"Forest","Quaternary"
3.9,5.05,"Forest","Argovian"
3.9,5.1,"Forest","Argovian"
3.9,5.15,"Meadow","Argovian"
3.9,5.2,"Meadow","Argovian"
3.9,5.25,"Meadow","Argovian"
3.9,5.3,"Meadow","Argovian"
3.9,5.35,"Meadow","Argovian"
3.9,5.4,"Meadow","Sequanian"
3.9,5.7,"Meadow","Kimmeridgian"
3.9,5.75,"Meadow","Kimmeridgian"
3.9,5.8,"Pasture","Kimmeridgian"
3.95,0.7,"Meadow","Sequanian"
3.95,0.75,"Meadow","Sequanian"
3.95,0.8,"Pasture","Sequanian"
3.95,0.85,"Pasture","Sequanian"
3.95,0.9,"Pasture","Sequanian"
3.95,0.95,"Pasture","Sequanian"
3.95,1,"Pasture","Kimmeridgian"
3.95,1.05,"Pasture","Kimmeridgian"
3.95,1.1,"Pasture","Portlandian"
3.95,1.15,"Pasture","Portlandian"
3.95,1.2,"Pasture","Kimmeridgian"
3.95,1.25,"Pasture","Kimmeridgian"
3.95,1.3,"Pasture","Kimmeridgian"
3.95,1.35,"Meadow","Kimmeridgian"
3.95,1.4,"Meadow","Kimmeridgian"
3.95,1.45,"Meadow","Kimmeridgian"
3.95,1.5,"Meadow","Kimmeridgian"
3.95,1.55,"Meadow","Kimmeridgian"
3.95,1.6,"Meadow","Kimmeridgian"
3.95,1.65,"Meadow","Kimmeridgian"
3.95,1.7,"Meadow","Kimmeridgian"
3.95,1.75,"Meadow","Kimmeridgian"
3.95,1.8,"Pasture","Kimmeridgian"
3.95,1.85,"Meadow","Kimmeridgian"
3.95,1.9,"Meadow","Kimmeridgian"
3.95,1.95,"Meadow","Kimmeridgian"
3.95,2,"Meadow","Kimmeridgian"
3.95,2.05,"Pasture","Kimmeridgian"
3.95,2.1,"Pasture","Kimmeridgian"
3.95,2.15,"Pasture","Portlandian"
3.95,2.2,"Pasture","Portlandian"
3.95,2.25,"Forest","Kimmeridgian"
3.95,2.3,"Forest","Kimmeridgian"
3.95,2.35,"Forest","Kimmeridgian"
3.95,2.4,"Forest","Portlandian"
3.95,2.45,"Forest","Portlandian"
3.95,2.5,"Forest","Kimmeridgian"
3.95,2.55,"Forest","Kimmeridgian"
3.95,2.6,"Forest","Kimmeridgian"
3.95,2.65,"Forest","Kimmeridgian"
3.95,2.7,"Forest","Kimmeridgian"
3.95,2.75,"Forest","Kimmeridgian"
3.95,2.8,"Forest","Kimmeridgian"
3.95,2.85,"Forest","Kimmeridgian"
3.95,2.9,"Forest","Sequanian"
3.95,2.95,"Forest","Sequanian"
3.95,3,"Meadow","Kimmeridgian"
3.95,3.05,"Meadow","Kimmeridgian"
3.95,3.1,"Meadow","Quaternary"
3.95,3.15,"Meadow","Kimmeridgian"
3.95,3.2,"Meadow","Kimmeridgian"
3.95,3.25,"Meadow","Kimmeridgian"
3.95,3.3,"Meadow","Kimmeridgian"
3.95,3.35,"Meadow","Kimmeridgian"
3.95,3.4,"Meadow","Kimmeridgian"
3.95,3.45,"Meadow","Kimmeridgian"
3.95,3.5,"Meadow","Kimmeridgian"
3.95,3.55,"Meadow","Kimmeridgian"
3.95,3.6,"Meadow","Kimmeridgian"
3.95,3.65,"Meadow","Kimmeridgian"
3.95,3.7,"Meadow","Kimmeridgian"
3.95,3.75,"Meadow","Kimmeridgian"
3.95,3.8,"Meadow","Quaternary"
3.95,3.85,"Meadow","Quaternary"
3.95,3.9,"Meadow","Quaternary"
3.95,3.95,"Meadow","Sequanian"
3.95,4,"Meadow","Sequanian"
3.95,4.05,"Meadow","Sequanian"
3.95,4.1,"Meadow","Sequanian"
3.95,4.15,"Meadow","Sequanian"
3.95,4.2,"Meadow","Sequanian"
3.95,4.25,"Meadow","Sequanian"
3.95,4.3,"Meadow","Sequanian"
3.95,4.35,"Meadow","Sequanian"
3.95,4.4,"Meadow","Sequanian"
3.95,4.45,"Meadow","Sequanian"
3.95,4.5,"Meadow","Sequanian"
3.95,4.55,"Meadow","Argovian"
3.95,4.6,"Meadow","Argovian"
3.95,4.65,"Meadow","Argovian"
3.95,4.7,"Meadow","Argovian"
3.95,4.75,"Meadow","Argovian"
3.95,4.8,"Meadow","Quaternary"
3.95,4.85,"Meadow","Quaternary"
3.95,4.9,"Forest","Quaternary"
3.95,4.95,"Forest","Quaternary"
3.95,5,"Forest","Quaternary"
3.95,5.05,"Meadow","Quaternary"
3.95,5.1,"Meadow","Quaternary"
3.95,5.15,"Meadow","Argovian"
3.95,5.2,"Meadow","Argovian"
4,0.7,"Meadow","Sequanian"
4,0.75,"Pasture","Sequanian"
4,0.8,"Pasture","Sequanian"
4,0.85,"Pasture","Sequanian"
4,0.9,"Pasture","Sequanian"
4,0.95,"Pasture","Sequanian"
4,1,"Pasture","Kimmeridgian"
4,1.05,"Pasture","Kimmeridgian"
4,1.1,"Pasture","Portlandian"
4,1.15,"Pasture","Portlandian"
4,1.2,"Pasture","Portlandian"
4,1.25,"Pasture","Kimmeridgian"
4,1.3,"Pasture","Kimmeridgian"
4,1.35,"Pasture","Kimmeridgian"
4,1.4,"Pasture","Kimmeridgian"
4,1.45,"Meadow","Kimmeridgian"
4,1.5,"Meadow","Kimmeridgian"
4,1.55,"Meadow","Kimmeridgian"
4,1.6,"Meadow","Kimmeridgian"
4,1.65,"Meadow","Kimmeridgian"
4,1.7,"Meadow","Kimmeridgian"
4,1.75,"Meadow","Kimmeridgian"
4,1.8,"Meadow","Kimmeridgian"
4,1.85,"Meadow","Kimmeridgian"
4,1.9,"Meadow","Kimmeridgian"
4,1.95,"Meadow","Kimmeridgian"
4,2,"Meadow","Kimmeridgian"
4,2.05,"Meadow","Kimmeridgian"
4,2.1,"Pasture","Kimmeridgian"
4,2.15,"Pasture","Portlandian"
4,2.2,"Pasture","Portlandian"
4,2.25,"Pasture","Portlandian"
4,2.3,"Forest","Portlandian"
4,2.35,"Forest","Portlandian"
4,2.4,"Forest","Portlandian"
4,2.45,"Forest","Portlandian"
4,2.5,"Forest","Kimmeridgian"
4,2.55,"Forest","Kimmeridgian"
4,2.6,"Forest","Kimmeridgian"
4,2.65,"Forest","Kimmeridgian"
4,2.7,"Forest","Kimmeridgian"
4,2.75,"Forest","Kimmeridgian"
4,2.8,"Forest","Kimmeridgian"
4,2.85,"Forest","Kimmeridgian"
4,2.9,"Forest","Sequanian"
4,2.95,"Forest","Sequanian"
4,3,"Meadow","Kimmeridgian"
4,3.05,"Meadow","Kimmeridgian"
4,3.1,"Meadow","Quaternary"
4,3.15,"Meadow","Kimmeridgian"
4,3.2,"Meadow","Kimmeridgian"
4,3.25,"Meadow","Kimmeridgian"
4,3.3,"Meadow","Kimmeridgian"
4,3.35,"Meadow","Kimmeridgian"
4,3.4,"Meadow","Kimmeridgian"
4,3.45,"Meadow","Kimmeridgian"
4,3.5,"Meadow","Kimmeridgian"
4,3.55,"Meadow","Kimmeridgian"
4,3.6,"Meadow","Kimmeridgian"
4,3.65,"Meadow","Kimmeridgian"
4,3.7,"Meadow","Kimmeridgian"
4,3.75,"Meadow","Kimmeridgian"
4,3.8,"Meadow","Quaternary"
4,3.85,"Meadow","Quaternary"
4,3.9,"Meadow","Quaternary"
4,3.95,"Meadow","Quaternary"
4,4,"Meadow","Sequanian"
4,4.05,"Meadow","Sequanian"
4,4.1,"Meadow","Sequanian"
4,4.15,"Meadow","Sequanian"
4,4.2,"Meadow","Sequanian"
4,4.25,"Meadow","Sequanian"
4,4.3,"Meadow","Sequanian"
4,4.35,"Meadow","Sequanian"
4,4.4,"Meadow","Sequanian"
4,4.45,"Meadow","Sequanian"
4,4.5,"Meadow","Sequanian"
4,4.55,"Meadow","Argovian"
4,4.6,"Meadow","Argovian"
4,4.65,"Meadow","Argovian"
4,4.7,"Meadow","Argovian"
4,4.75,"Meadow","Argovian"
4,4.8,"Pasture","Argovian"
4,4.85,"Pasture","Argovian"
4,4.9,"Forest","Quaternary"
4,4.95,"Forest","Quaternary"
4,5,"Forest","Quaternary"
4,5.05,"Meadow","Quaternary"
4,5.1,"Meadow","Quaternary"
4,5.15,"Meadow","Argovian"
4,5.2,"Meadow","Argovian"
4.05,0.7,"Meadow","Sequanian"
4.05,0.75,"Meadow","Sequanian"
4.05,0.8,"Meadow","Sequanian"
4.05,0.85,"Meadow","Sequanian"
4.05,0.9,"Meadow","Sequanian"
4.05,0.95,"Meadow","Quaternary"
4.05,1,"Meadow","Quaternary"
4.05,1.05,"Meadow","Quaternary"
4.05,1.1,"Pasture","Portlandian"
4.05,1.15,"Pasture","Portlandian"
4.05,1.2,"Pasture","Portlandian"
4.05,1.25,"Pasture","Portlandian"
4.05,1.3,"Pasture","Portlandian"
4.05,1.35,"Pasture","Kimmeridgian"
4.05,1.4,"Pasture","Kimmeridgian"
4.05,1.45,"Pasture","Kimmeridgian"
4.05,1.5,"Pasture","Kimmeridgian"
4.05,1.55,"Pasture","Kimmeridgian"
4.05,1.6,"Meadow","Kimmeridgian"
4.05,1.65,"Meadow","Kimmeridgian"
4.05,1.7,"Meadow","Kimmeridgian"
4.05,1.75,"Meadow","Kimmeridgian"
4.05,1.8,"Tillage","Kimmeridgian"
4.05,1.85,"Tillage","Kimmeridgian"
4.05,1.9,"Tillage","Kimmeridgian"
4.05,1.95,"Meadow","Kimmeridgian"
4.05,2,"Meadow","Kimmeridgian"
4.05,2.05,"Pasture","Kimmeridgian"
4.05,2.1,"Pasture","Kimmeridgian"
4.05,2.15,"Forest","Kimmeridgian"
4.05,2.2,"Forest","Kimmeridgian"
4.05,2.25,"Forest","Portlandian"
4.05,2.3,"Forest","Portlandian"
4.05,2.35,"Forest","Portlandian"
4.05,2.4,"Forest","Portlandian"
4.05,2.45,"Forest","Portlandian"
4.05,2.5,"Forest","Portlandian"
4.05,2.55,"Forest","Kimmeridgian"
4.05,2.6,"Forest","Kimmeridgian"
4.05,2.65,"Forest","Kimmeridgian"
4.05,2.7,"Forest","Kimmeridgian"
4.05,2.75,"Forest","Kimmeridgian"
4.05,2.8,"Forest","Kimmeridgian"
4.05,2.85,"Forest","Kimmeridgian"
4.05,2.9,"Forest","Kimmeridgian"
4.05,2.95,"Forest","Kimmeridgian"
4.05,3,"Forest","Portlandian"
4.05,3.05,"Forest","Portlandian"
4.05,3.1,"Meadow","Portlandian"
4.05,3.15,"Meadow","Kimmeridgian"
4.05,3.2,"Meadow","Kimmeridgian"
4.05,3.25,"Meadow","Kimmeridgian"
4.05,3.3,"Meadow","Kimmeridgian"
4.05,3.35,"Meadow","Kimmeridgian"
4.05,3.4,"Forest","Kimmeridgian"
4.05,3.45,"Forest","Kimmeridgian"
4.05,3.5,"Forest","Kimmeridgian"
4.05,3.55,"Forest","Kimmeridgian"
4.05,3.6,"Forest","Kimmeridgian"
4.05,3.65,"Meadow","Kimmeridgian"
4.05,3.7,"Meadow","Kimmeridgian"
4.05,3.75,"Meadow","Kimmeridgian"
4.05,3.8,"Meadow","Quaternary"
4.05,3.85,"Meadow","Quaternary"
4.05,3.9,"Meadow","Quaternary"
4.05,3.95,"Meadow","Quaternary"
4.05,4,"Meadow","Sequanian"
4.05,4.05,"Meadow","Sequanian"
4.05,4.1,"Meadow","Sequanian"
4.05,4.15,"Meadow","Sequanian"
4.05,4.2,"Meadow","Sequanian"
4.05,4.25,"Meadow","Sequanian"
4.05,4.3,"Meadow","Sequanian"
4.05,4.35,"Meadow","Sequanian"
4.05,4.4,"Meadow","Sequanian"
4.05,4.45,"Meadow","Sequanian"
4.05,4.5,"Forest","Sequanian"
4.05,4.55,"Meadow","Argovian"
4.05,4.6,"Meadow","Argovian"
4.05,4.65,"Forest","Argovian"
4.05,4.7,"Forest","Argovian"
4.05,4.75,"Forest","Argovian"
4.05,4.8,"Pasture","Argovian"
4.05,4.85,"Pasture","Argovian"
4.05,4.9,"Pasture","Argovian"
4.05,4.95,"Pasture","Argovian"
4.05,5,"Forest","Quaternary"
4.1,0.7,"Meadow","Sequanian"
4.1,0.75,"Meadow","Sequanian"
4.1,0.8,"Meadow","Sequanian"
4.1,0.85,"Meadow","Sequanian"
4.1,0.9,"Meadow","Sequanian"
4.1,0.95,"Meadow","Quaternary"
4.1,1,"Meadow","Quaternary"
4.1,1.05,"Meadow","Quaternary"
4.1,1.1,"Pasture","Portlandian"
4.1,1.15,"Pasture","Portlandian"
4.1,1.2,"Pasture","Portlandian"
4.1,1.25,"Pasture","Portlandian"
4.1,1.3,"Pasture","Portlandian"
4.1,1.35,"Pasture","Kimmeridgian"
4.1,1.4,"Pasture","Kimmeridgian"
4.1,1.45,"Pasture","Kimmeridgian"
4.1,1.5,"Pasture","Kimmeridgian"
4.1,1.55,"Pasture","Kimmeridgian"
4.1,1.6,"Meadow","Kimmeridgian"
4.1,1.65,"Meadow","Kimmeridgian"
4.1,1.7,"Meadow","Kimmeridgian"
4.1,1.75,"Meadow","Kimmeridgian"
4.1,1.8,"Tillage","Kimmeridgian"
4.1,1.85,"Tillage","Kimmeridgian"
4.1,1.9,"Tillage","Kimmeridgian"
4.1,1.95,"Meadow","Kimmeridgian"
4.1,2,"Meadow","Kimmeridgian"
4.1,2.05,"Pasture","Kimmeridgian"
4.1,2.1,"Pasture","Kimmeridgian"
4.1,2.15,"Forest","Kimmeridgian"
4.1,2.2,"Forest","Kimmeridgian"
4.1,2.25,"Forest","Portlandian"
4.1,2.3,"Forest","Portlandian"
4.1,2.35,"Forest","Portlandian"
4.1,2.4,"Forest","Portlandian"
4.1,2.45,"Forest","Portlandian"
4.1,2.5,"Forest","Portlandian"
4.1,2.55,"Forest","Kimmeridgian"
4.1,2.6,"Forest","Kimmeridgian"
4.1,2.65,"Forest","Kimmeridgian"
4.1,2.7,"Forest","Kimmeridgian"
4.1,2.75,"Forest","Kimmeridgian"
4.1,2.8,"Forest","Kimmeridgian"
4.1,2.85,"Forest","Kimmeridgian"
4.1,2.9,"Forest","Kimmeridgian"
4.1,2.95,"Forest","Kimmeridgian"
4.1,3,"Forest","Portlandian"
4.1,3.05,"Forest","Portlandian"
4.1,3.1,"Meadow","Portlandian"
4.1,3.15,"Meadow","Kimmeridgian"
4.1,3.2,"Meadow","Kimmeridgian"
4.1,3.25,"Meadow","Kimmeridgian"
4.1,3.3,"Meadow","Kimmeridgian"
4.1,3.35,"Meadow","Kimmeridgian"
4.1,3.4,"Forest","Kimmeridgian"
4.1,3.45,"Forest","Kimmeridgian"
4.1,3.5,"Forest","Kimmeridgian"
4.1,3.55,"Forest","Kimmeridgian"
4.1,3.6,"Forest","Kimmeridgian"
4.1,3.65,"Meadow","Kimmeridgian"
4.1,3.7,"Meadow","Kimmeridgian"
4.1,3.75,"Meadow","Kimmeridgian"
4.1,3.8,"Meadow","Quaternary"
4.1,3.85,"Meadow","Quaternary"
4.1,3.9,"Meadow","Quaternary"
4.1,3.95,"Meadow","Quaternary"
4.1,4,"Meadow","Sequanian"
4.1,4.05,"Meadow","Sequanian"
4.1,4.1,"Meadow","Sequanian"
4.1,4.15,"Meadow","Sequanian"
4.1,4.2,"Meadow","Sequanian"
4.1,4.25,"Meadow","Sequanian"
4.1,4.3,"Meadow","Sequanian"
4.1,4.35,"Meadow","Sequanian"
4.1,4.4,"Meadow","Sequanian"
4.1,4.45,"Meadow","Sequanian"
4.1,4.5,"Forest","Sequanian"
4.1,4.55,"Meadow","Argovian"
4.1,4.6,"Meadow","Argovian"
4.1,4.65,"Forest","Argovian"
4.1,4.7,"Forest","Argovian"
4.1,4.75,"Forest","Argovian"
4.1,4.8,"Pasture","Argovian"
4.1,4.85,"Pasture","Argovian"
4.1,4.9,"Pasture","Argovian"
